"","SAL_WT","SAL_KO","RO_WT","RO_KO","RO_RAP_WT","RO_RAP_KO"
"Epc2",1761.26287847586,1391.97224906869,2071.41466116606,1829.72221221322,1757.33895210797,860.997082397957
"Rprml",1761.19593472341,1351.25879789754,1540.44931814816,1544.48034643093,1717.30231777363,815.78912739525
"Zcchc12",1760.91779148636,1011.37016919391,1337.84553681581,1085.31051370822,1779.39370445141,777.654555307783
"Snd1",1759.81389038142,1561.06747510219,1642.42587902033,1826.24365287441,1805.03205392349,1036.84180641096
"Trappc12",1757.94961757126,1391.93618605541,1414.0640706586,1127.05322577392,1839.98224487372,964.627333083466
"Fam8a1",1755.0363075361,1345.15181201054,1801.65959286208,2007.12873849245,1874.77630083715,957.020549826487
"Psmd8",1754.31297450151,1002.83243067351,1639.19101930007,1092.26763238584,1849.80617880342,729.827924264002
"Trim33",1752.54158377873,1496.51032872661,1881.63551320959,2588.04814807345,1574.20708326457,935.610386295088
"Kctd17",1752.52420220018,1262.29890595233,1497.90059660756,1478.38771899357,1494.24957499455,843.029840878594
"Gabrd",1752.33395388348,1366.01404643654,1649.96463890584,1300.98119271434,1743.72608544536,739.076046885479
"Fh1",1752.18942377034,1459.20821925383,1692.88189781029,1356.63814213528,1864.26498244633,915.216749693132
"Ugp2",1750.82729432985,1109.40291790069,1797.85765079797,1530.5661090757,1798.65526876354,798.374588390517
"Kat6a",1750.73806655113,1566.62056131839,1943.10173018445,1850.59356824607,1657.78829673934,941.678854976769
"Dbp",1750.43052317111,1045.68414073862,1306.7230530261,1050.52492032014,672.733721702682,637.358555742232
"Rab5c",1750.37647065194,1245.59551136414,1310.46979013391,1429.68788825025,1608.93606039972,928.370587723967
"Arfip2",1750.3697032673,1396.45473120909,1606.02964194297,1464.47348163834,1705.88479891395,917.117313856337
"Rps6ka2",1750.20484257312,1289.2634961331,1510.61029181065,1311.41687073077,2243.94118127217,1001.30103503988
"Abcg1",1748.89836384888,1483.75712657416,1523.34119894248,1377.50949816813,1705.8600880938,1019.01193115526
"Fkrp",1748.83755430048,1215.38620333892,1396.45226676236,1161.83881916201,1449.42521330832,885.73012958944
"Fam102b",1747.89906619031,1344.98178016999,1729.45112699007,2135.83543402836,1856.18987791547,927.617966655507
"Fbf1",1746.59567086412,1497.07945322923,1725.74802246605,1193.14585321128,2050.71737028651,1020.95631050608
"Trps1",1746.54962432656,1291.99950277872,2458.72492330641,2518.47696129728,1669.16940486428,791.212586381479
"Slc7a4",1744.41029292817,1295.67377126379,1616.87386526276,1203.58153122771,1896.31395371584,916.152971655776
"Rgs14",1742.7778717265,1170.51338386945,1292.09859574173,890.511190734951,1799.12175469791,730.047088982448
"Thrb",1742.46414639277,1380.7744342472,1990.45680668483,2198.44950212691,1929.73754857194,1013.60005929611
"Gpd1",1740.97933104831,1533.09284606935,1648.98649285962,1175.75305651724,2000.87210965286,1055.71954068982
"Map7d2",1740.68613229817,1545.85586218225,1813.74286237243,1847.11500890726,1948.13103173364,1077.68399452366
"Slc25a46",1739.88577410824,1461.08752027142,1577.05245034247,2045.39289121934,1691.29138291124,1005.22969592691
"Casd1",1739.81170337106,1544.91333733435,1628.83446853908,1520.13043105927,1648.3130247155,1003.32305122797
"Dcaf11",1736.92985149138,1244.29396388663,1684.25579525661,1102.70331040226,1745.3189219059,771.419648542046
"Slc41a1",1736.7854058225,1328.80597312419,1421.61413895393,973.996614866353,1859.15246713124,1068.2757103263
"Psma6",1736.38031413029,1155.79113209761,1830.00197357881,1495.78051568761,1473.65273170631,659.46772453225
"Dock10",1736.3657215338,1433.97349295957,1859.48058566398,970.518055527544,2163.36827255497,902.108127060023
"Ythdf3",1735.3843886959,1403.23784806715,1918.14392545778,2514.99840195847,1771.69578423977,811.966776251659
"Qdpr",1735.07320361377,1122.82134039867,1989.85231522335,1534.04466841451,1253.9935740865,593.046704079591
"Slc6a11",1733.98361822279,1348.35089598978,1355.14424779793,984.432292882778,1760.59422609652,1068.97928247663
"Dmwd",1733.57703019937,1169.55793907826,1374.66523318362,1005.30364891563,1835.87903734044,861.604826916722
"Olfm2",1733.51750147009,1519.93148410498,1344.75790742313,1516.65187172046,1741.19577231731,1071.32549819105
"Iscu",1731.35707890553,1168.73873758407,1777.20175395285,1259.23848064864,1555.66704057093,732.099350571742
"Irs2",1731.04606087335,1453.17034480746,1737.83817497815,1387.94517618455,2651.85352055124,1015.60348570435
"Rps15",1730.43761200545,770.574510483015,1465.58783911374,1182.71017519486,1528.38403031722,632.036829688323
"Cops7a",1730.13072681924,1275.83173034205,1264.48037059617,1547.95890576974,1721.26550129068,966.28793324002
"Brinp3",1729.31814515759,944.518629228052,1820.57659490243,1047.04636098133,1574.57920730827,561.643241609215
"Rnps1",1728.08131120884,1388.18086877897,1270.61817582732,1054.00347965895,1725.25127325288,948.742801947741
"Tmem63b",1727.68768994536,1466.4525579296,1359.18969566546,1380.98805750694,1783.62011228465,1047.97867869002
"Ambra1",1726.14995195937,1457.09880488231,1741.28087358958,1725.36543204897,1861.14750475821,936.087661305588
"Aldh1l1",1723.76758813754,1374.16793439602,1597.14143376229,1356.63814213528,1922.42216239963,872.342495560812
"Mboat7",1723.5295482968,1213.51256315817,1348.10021322937,1325.331108086,1919.91156028299,1026.86691776017
"Fbxo25",1723.36778273154,1391.08841062816,1435.31582181272,1102.70331040226,1885.91496440879,915.661029679743
"Phlpp2",1723.02268110987,1327.9528241013,1976.85016824754,2288.89204493593,1672.58071715424,826.114972046414
"Gm12174",1722.82912073818,1221.45636296581,1834.53848337178,1509.69475304285,1585.0429884375,633.030812763575
"Fndc5",1722.57526632506,1358.23387416919,1476.13008784103,1134.01034445154,1557.3085486218,940.518730631125
"Txnl1",1721.95529656451,1479.66949010704,1752.91751082895,1739.2796694042,1582.95139535298,791.716392154796
"Rcan1",1721.81871147614,1174.83838924146,1560.83988802446,1353.15958279647,1765.34693089855,803.538237316317
"Fabp3",1721.5489073074,1416.58143771879,1672.09672816006,1530.5661090757,1419.87126353119,744.998951904496
"Galnt1",1721.43264937333,1316.57860476172,1925.73141397825,1895.81483965058,1434.22339017224,818.560515169771
"Rnf34",1720.21316586173,1524.70083034677,1736.08287209764,1864.5078056013,1798.32676993585,925.22969269816
"Ndufs3",1717.64048650067,1230.72006022419,1475.6355678572,1290.54551469792,1571.61453312924,769.157773575915
"Mcfd2",1717.3377557341,1215.2190705996,1737.63892383424,1307.93831139196,1799.85139312642,788.1612059849
"Rpl23",1713.56527086421,1453.56341861852,2038.2159591506,3207.23171038135,1464.84588757002,745.013126431394
"Bhlhe40",1713.43238844763,985.21583800489,1307.44941003623,1276.63127734268,1726.07845104942,801.02996505719
"Grk6",1712.19967916541,1353.59542029705,1502.6366215071,1273.15271800388,1891.9298804439,1010.20515304606
"St3gal5",1708.99028304696,1324.39543158581,1650.27099138437,1927.12187369985,1535.42755744867,874.22944113606
"Tbc1d16",1708.77609780292,1359.70113054214,2173.94222078171,1151.40314114558,2099.83090851237,868.036965828602
"Depdc5",1708.64864652254,1409.31868520687,1767.65757881234,1391.42373552336,2047.24016681889,851.138221383723
"Tmub2",1707.07479378636,1305.21559056237,1345.40695774352,1186.18873453367,1787.74173835517,1039.86221628712
"Fbxo33",1706.70501181161,1514.03791002475,1948.90893472363,1669.70848262803,1848.82821428565,926.778108155264
"Fbxo34",1706.61593358606,1266.232995033,1614.74946015585,1707.97263535493,1560.83586892754,843.941615575565
"Agpat1",1704.78279257346,997.285584327659,1219.94686839876,914.86110610661,1834.33243858888,860.551805155378
"Rnf4",1704.09525624812,1175.65337704316,1385.85417020443,1648.83712659518,1674.46051204511,916.175697068941
"Clic4",1704.03793324594,1493.9101237101,1555.95136530876,1182.71017519486,1905.60780592984,1115.97292811145
"Arl1",1702.50000894983,1308.78903251271,1871.28176149405,2629.79086013915,1350.90370243244,735.421793128779
"Rap2b",1701.14942276331,1293.9537748414,1482.07919575841,1454.03780362191,1485.99850985982,936.134364995929
"Alg2",1699.51383709657,1496.20422634118,1455.44908346754,2052.35000989696,1502.16424712284,1021.77546489726
"Nyap1",1697.40263932963,1308.54751090076,1330.49320951554,1384.46661684574,1806.02203327534,948.70186696284
"Paqr4",1695.46545198629,1310.44392493022,1261.74659771673,1210.53864990532,1683.62539422151,973.299692354064
"Nup153",1694.63140360026,1160.87199535997,1856.82481542442,1370.55237949051,1986.09788064861,784.329275091571
"Cxcl14",1693.86771562563,1109.16633156369,1182.75385476066,1008.78220825444,1633.71496807668,878.383165955669
"Pip5k1a",1689.05698578016,1308.05900995781,1693.26232594562,1415.77365089502,1842.67882671251,889.388272232884
"Nkiras1",1684.95457929211,1453.3301905356,1646.7063455419,1520.13043105927,1662.97562396958,934.984210880746
"Galnt16",1683.69025887451,1215.04735766887,1398.74825037905,1506.21619370404,1702.81132792259,972.660505721019
"Gpr137",1681.98154736407,1038.7787524344,1373.53250236454,939.211021478269,1579.56064056702,840.732855783926
"Prmt2",1680.88117731531,1324.67525638884,1561.24685027144,1377.50949816813,1881.83185182118,818.835829477576
"Gpam",1680.68333303148,1433.49672891878,1593.20836136759,1255.75992130983,1906.01120739896,975.463729883922
"Nsun2",1678.84294390815,1436.96761911156,1588.26725135451,1227.93144659937,1771.46091321435,880.025320803181
"Copb2",1678.48854493046,1506.66422480139,1720.66386777541,1471.43060031595,1842.93702037319,989.410055339779
"Garnl3",1678.42790856018,1386.1485040853,1571.30239326698,1346.20246411885,1844.03081137105,903.174972252385
"Dopey2",1677.26892981274,1389.0136547929,1776.83912579356,960.082377511119,1999.69498893327,883.097062298985
"Ablim2",1676.6893766744,1371.1129054217,1645.94057324609,1607.09441452948,1945.00348858942,976.821955965728
"Comt",1676.33436740292,1133.20328952007,1445.1584151437,1134.01034445154,1663.46033532247,795.31463425154
"D10Jhu81e",1675.93130892268,1222.6670275373,1538.32386175492,1690.57983866088,1428.89279730709,831.312142362306
"Miga2",1675.48702813736,1426.58723245671,1441.17027255091,1652.31568593399,1687.49133464719,979.761784422284
"Mtmr7",1674.89534646449,1288.54443163046,1541.63972346253,1401.85941353979,1639.32594595912,837.442253765281
"Lrfn4",1671.06375005786,1110.45215574376,1436.02542457939,1123.57466643511,1771.27064106088,874.811058835558
"St8sia3",1670.96892963335,1421.58370506466,1735.67332446892,2421.07729981065,1662.57942455936,938.508991885868
"Tesk1",1670.70385488457,1031.1007000443,1555.85382965593,671.361952390022,1801.02872149038,800.795687763526
"Senp2",1669.94518094161,1384.33842648334,1420.97947529637,1777.54382213109,1583.58956286624,1036.16320616644
"X1110037F02Rik",1669.91208796965,1401.4743715355,1716.46611909421,1454.03780362191,1942.01453336746,774.665879719439
"Zfp827",1669.3020916308,1323.13487888684,1700.98780836031,1645.35856725637,1791.01531665341,931.453445041706
"Tbc1d20",1668.94547314386,943.530881354808,1503.11577411667,1057.48203899775,1723.43372779167,755.772417718764
"Gna13",1668.13006643185,1328.70172944012,1639.05951974893,1527.08754973689,1690.60994229477,998.488050090937
"Rps15a",1668.02118755168,1354.74831986001,1950.7610454007,2229.75653617619,1525.91296447525,885.095640048095
"Cox5a",1667.34297622184,1034.79008677781,1627.32128789232,1360.11670147409,1590.39348445809,674.764166215368
"Fndc4",1666.28548276754,1047.37008242407,1258.66724626758,1022.69644560967,1561.91099192917,792.755007445314
"Col25a1",1665.74213647764,1297.0629416544,1530.21472986309,1387.94517618455,1689.68461139739,942.285088813513
"Rnf141",1665.72864940852,1494.8495677502,1517.86925360522,1721.88687271016,1444.50787058879,1063.34225586974
"Ube2n",1665.38906819519,1476.46797241149,1504.36552503417,3047.21798079616,1533.02746256998,1130.35971537422
"D1Ertd622e",1664.20534886314,1433.78640804381,1910.49145352918,1781.0223814699,1425.77057522835,802.635928769126
"Bcas1",1663.99905586646,1159.45895529607,2030.34653438983,973.996614866353,1305.89148382194,592.552094330669
"Zfp622",1663.83274057442,1201.58454863367,1722.57525070383,1419.25221023383,1476.52618562223,644.822579004079
"Ddost",1662.55663645269,1124.76364265477,1321.30473756427,1276.63127734268,1864.53024526191,890.28057588539
"Ncam2",1658.59405156849,1418.58376280867,1701.34762358977,2334.11331634044,1358.15297906694,870.518068062854
"Dap3",1658.49099656778,1458.88549484038,1614.44225113925,1415.77365089502,1820.22482707405,815.253977149505
"Pdhb",1658.28818812839,1473.38465402293,1740.58238673871,1805.37229684156,1575.38831926766,810.844214035595
"Klhl8",1656.59153734215,1432.20712439188,1869.47987608749,1415.77365089502,2054.46150894409,822.159706600249
"Fbxo45",1655.56673431227,1467.5297625592,1526.82539288206,1850.59356824607,1709.79069671753,992.3331169476
"Rpl18a",1651.71408402187,530.160030528995,2298.75866037185,782.675851231891,1291.06701507804,373.842112752628
"Hs2st1",1651.16225716522,1222.83274349794,1730.06424868977,1610.57297386829,1744.07350305676,957.67763827966
"Dagla",1648.80860059971,1183.41681054074,1672.0088773313,1370.55237949051,1870.08928336898,989.751557426418
"Slc25a11",1648.4948274283,1095.38243072974,1417.41716287418,1210.53864990532,1515.6875477244,761.613504174891
"Gnptab",1647.69590667685,1076.27778554185,1465.39597075709,1047.04636098133,1884.35760990461,729.934731332741
"Shoc2",1645.94888379374,862.181795454248,1690.36081708022,942.689580817077,1495.32073353692,584.106024327838
"Gpr85",1641.81336012099,1329.76742299943,1634.57353334947,1561.87314312497,1559.17947154219,767.289117030813
"Usf1",1640.67642164762,1312.6181180097,1570.48677047497,1342.72390478004,1648.75520934992,796.177607980339
"Coq9",1640.3822766157,1460.686011378,1603.79604854471,1429.68788825025,1681.61859121946,870.730040866964
"Ptgfrn",1638.70693449666,1371.5808222832,1900.3460368756,1781.0223814699,1888.10129746085,934.255163266602
"Yars",1637.09407216067,1359.72047787051,1555.18233195704,1394.90229486217,1996.71531459612,1052.07493834053
"Iars",1636.19137383109,1401.72032267596,1695.16964713275,1147.92458180677,1984.79115175652,841.995332884593
"Sept9",1635.32467103943,1281.19503173279,1309.90384631254,1252.28136197102,1907.90696183959,1012.19344684231
"Ppp1r15b",1634.39099745647,1302.42011368445,1766.12337684772,1454.03780362191,1807.68526243447,894.601242308285
"Casc4",1634.29923686741,1293.81323958981,1589.40707831641,1906.250517667,1414.84107442839,883.915683536028
"Erp29",1633.68779827504,1213.43321545602,1852.03304051523,1481.86627833238,1547.84043536913,659.308149480846
"Ppp1r16a",1633.57051641891,1002.44064104225,1324.41637902703,1047.04636098133,1589.50545674773,614.980898098769
"Sbf2",1633.3427714052,1359.57632005333,1917.5576401301,953.125258833502,1859.52297757005,813.416164552157
"Tspan13",1632.50859206319,1037.91285475504,1392.91145516757,1892.33628031177,1838.35652530066,921.772142820131
"Bex3",1631.25546906879,1133.83763167618,1366.66653703411,1586.22305849663,1205.26167196837,651.769069610159
"Arcn1",1630.3235065048,1371.86227635372,1640.37762683581,1694.05839799969,1639.97468513407,934.227988141083
"Ifnar1",1630.2922583339,1247.75673371905,1553.60370866859,1294.02407403673,1608.99011378367,886.559490162361
"Vps4a",1630.1534252963,1161.8218896157,1392.53131457039,1074.8748356918,1565.40227774442,833.030351003301
"Celf5",1629.28127479685,1455.82969847733,1427.68664599271,1763.62958477586,1712.45801195965,1072.33590636453
"Zfyve28",1628.54775776819,1449.1941064367,1653.65117612668,1551.43746510855,1388.73691165957,821.434559966248
"Fbxw5",1628.41847072903,1153.43987516004,1330.10464679012,904.425428090185,1558.32540311877,893.887723377633
"Plekha1",1626.93963026784,1382.16684631265,1715.51494973198,2341.07043501805,1463.78383326878,944.894635529875
"Zbtb22",1626.38650114311,1055.1458380894,1270.30164287656,601.790765613854,1330.65679098264,838.938865723573
"Jade1",1626.28311293101,1240.27479260912,1640.58018100393,1335.76678610243,1580.45214567804,769.968282852324
"Arhgdig",1625.90636473013,1022.16958257012,1306.42824567397,1054.00347965895,1237.60733965638,642.592962157925
"Dag1",1625.8418144032,1333.3462779113,1502.14075714504,1770.58670345348,1738.85531804053,965.976901814455
"Pcnx4",1624.86730924381,1333.55291829406,1567.96579777967,1321.85254874719,1567.10517741068,752.967893934229
"Pcx",1624.86556973534,1362.2032857304,1655.5048845598,1363.59526081289,1719.99549269029,854.103805906908
"Ddhd1",1624.57250543027,1384.23162878573,1725.44227870151,1297.50263337553,1849.52823072685,811.773552358192
"Fgf13",1624.489381302,1245.00243102043,1330.4869015901,1478.38771899357,1414.05802793671,838.6270295064
"Bend6",1624.35598555442,1184.21395809508,1409.68365893528,1541.00178709212,1452.3353132554,848.409415518236
"Ube2d2a",1622.37895038587,1150.79620149545,1565.10856437241,1450.5592442831,1407.29519257221,761.802586915598
"Phtf1",1621.36659241846,1283.88795643658,1780.61569170662,1450.5592442831,1837.88234160841,817.097504867965
